post_id,stock_name,stock_code,title,label,model_score
307,삼성전자,005930,POST_NOT_EXIST,neutral,0.003
308,삼성전자,005930,"[필독] 찬티들, 똑바로 들어라! ",positive,-0.001
309,삼성전자,005930,POST_NOT_EXIST,neutral,-0.053
310,삼성전자,005930,광주로언제오나요,positive,0.0
311,삼성전자,005930,2분기 영업이익 100조 실화임?,positive,-0.807
312,삼성전자,005930,징하다,neutral,-0.115
313,삼성전자,005930,안티분들,neutral,-0.085
314,삼성전자,005930,우파 아니래도 그러네,neutral,-0.006
315,삼성전자,005930,일제시대에 조선인 입장에서 독립이 중요한게 아니다,neutral,0.0
316,삼성전자,005930,취준생이 주식을 고민한다고? ㅎㅎ돈이 엄는취준생 ㅋ,neutral,0.0
317,삼성전자,005930,"AI가 그러네  퇴행적 우파래,... ",neutral,-0.003
318,삼성전자,005930,대체불가 대한민국,neutral,-0.604
319,삼성전자,005930,뭔걱정  이람   역대급재료 ,positive,0.0
320,삼성전자,005930,POST_NOT_EXIST,neutral,-0.768
321,삼성전자,005930,보조지표 그물망차트 참고. ,negative,0.0
322,삼성전자,005930,POST_NOT_EXIST,neutral,-0.034
323,삼성전자,005930,월 기관 매수 하면  올라가고  매도 하면 하강 ,neutral,0.001
324,삼성전자,005930,무신 극우 반동씩이나 되냐,neutral,-0.002
325,삼성전자,005930,이승만이 현명한 이유기,neutral,0.0
326,삼성전자,005930,우리는 미국이 중국을 견제하고 있기 때문에 반도체로 잘 먹고 잘 살고 있는거다!,negative,-0.008
327,삼성전자,005930,뉴스토마토 ,neutral,0.0
328,삼성전자,005930,POST_NOT_EXIST,neutral,0.0
329,삼성전자,005930,반도체도 일본에서 배운 것,neutral,0.0
331,삼성전자,005930,"  AI가 그러는데,  극우 반동 세력이라는데.. ",neutral,-0.034
332,삼성전자,005930,POST_NOT_EXIST,neutral,-0.001
333,삼성전자,005930,이승만은 친일파가 아니다,neutral,0.0
334,삼성전자,005930,POST_NOT_EXIST,neutral,-0.255
335,삼성전자,005930,슈퍼301조 못막으면 대통령 바꿔야지,negative,0.0
336,삼성전자,005930,DRAM가격 20% 인상 통보...,negative,-0.002
337,삼성전자,005930,전라도에 투자해야만 하는 이유.,positive,-0.001
338,삼성전자,005930,안티들이 많아졌네,neutral,-0.001
339,삼성전자,005930,POST_NOT_EXIST,neutral,0.0
340,삼성전자,005930,야 뉴스 잘 못보는데 투표용지 어케 됌 ,neutral,0.0
341,삼성전자,005930,BIS의 AI거품 붕괴 강력 경고(금융위기),negative,-0.907
342,삼성전자,005930,●●●●●요즘에는 왜케 강C덜은 띄우냐?●●●●●,neutral,-0.001
343,삼성전자,005930,갤럭시 S시리즈 망하려고 작정했나?,negative,-0.477
344,삼성전자,005930,POST_NOT_EXIST,neutral,-0.336
345,삼성전자,005930,추정 PER이 아직도 6.8배네,positive,0.807
346,삼성전자,005930,스타가 돼고 싶은,neutral,0.0
347,삼성전자,005930,2026년 3분기 차트 ,neutral,0.0
348,삼성전자,005930,부정선거,neutral,-0.015
349,삼성전자,005930,유럽이 더워도  극우들보단 덜 더움.,neutral,0.0
350,삼성전자,005930,POST_NOT_EXIST,neutral,0.0
352,삼성전자,005930,POST_NOT_EXIST,neutral,0.0
353,삼성전자,005930,POST_NOT_EXIST,neutral,-0.01
354,삼성전자,005930,2분기 실적은 모두의  예상을 뛰어 넘을 겁니다.🤔,positive,0.494
355,삼성전자,005930,POST_NOT_EXIST,neutral,-0.006
356,삼성전자,005930,초대박 뉴스떴다  ㅋㅋㅋㅋ,negative,0.0
357,SK하이닉스,000660,POST_NOT_EXIST,neutral,-0.016
358,SK하이닉스,000660,POST_NOT_EXIST,neutral,-0.004
359,SK하이닉스,000660,삼성,positive,0.052
360,SK하이닉스,000660,POST_NOT_EXIST,neutral,-0.023
361,SK하이닉스,000660,아 ㅋㅋ ai수요 많으면 뭐하누 나가는 비용이 더많은데,negative,0.0
362,SK하이닉스,000660,POST_NOT_EXIST,neutral,-0.006
363,SK하이닉스,000660,ai는 아직 수익이 안 난다,negative,-0.394
364,SK하이닉스,000660,adr의 의미는...,positive,0.0
365,SK하이닉스,000660,그리고 삼전 영업이익 100조 넘으면,positive,-0.396
367,SK하이닉스,000660,이제 우리 잠시 들렸던 300 가서,positive,-0.001
368,SK하이닉스,000660,Tsmc도 미국상장할때 엄청올랐네요,positive,0.031
369,SK하이닉스,000660,내일 팔더라도 10일전엔 꼭 보유해라.,positive,-0.008
370,SK하이닉스,000660,POST_NOT_EXIST,neutral,0.0
371,SK하이닉스,000660,미국 ,positive,-0.014
372,SK하이닉스,000660,월욜,neutral,0.029
373,SK하이닉스,000660,안티bs들,negative,-0.102
375,SK하이닉스,000660,UBS 메모리 가격전망 보고서 보고가세요~,neutral,0.0
376,SK하이닉스,000660,POST_NOT_EXIST,neutral,-0.654
377,SK하이닉스,000660,POST_NOT_EXIST,neutral,-0.001
378,SK하이닉스,000660,POST_NOT_EXIST,neutral,0.002
379,SK하이닉스,000660,POST_NOT_EXIST,neutral,-0.001
380,SK하이닉스,000660,POST_NOT_EXIST,neutral,0.0
381,SK하이닉스,000660,안티어닌데 팔아야할까바요 ,negative,-0.004
382,SK하이닉스,000660,왜 잘때쯤되면 안티벌레가 극성인가요??,negative,-0.061
383,SK하이닉스,000660,이야 진짜 안티들 열심히다,negative,-0.016
384,SK하이닉스,000660,전 세상에서...,positive,-0.507
385,SK하이닉스,000660,금요일  국내증시 마감수급데이타 7장을 챗지피티에 입력하여 나온 답변임.(캡쳐한 데이터: 삼성증권앱),neutral,0.0
386,SK하이닉스,000660,주주마음은,positive,0.0
387,SK하이닉스,000660,틱톡 원판돌리기 서로추천 ㄱ,neutral,0.0
388,SK하이닉스,000660,하이닉스 역배열 진행중,negative,0.023
389,SK하이닉스,000660,결국 하락으로 갑니다.,negative,-0.999
390,SK하이닉스,000660,POST_NOT_EXIST,neutral,0.0
391,SK하이닉스,000660,월요일,positive,0.0
392,SK하이닉스,000660,여러분들이 살아남아야 나라가사는겁니다.,negative,-0.001
393,SK하이닉스,000660,2027년 적정주가,positive,-0.466
394,SK하이닉스,000660,월요일에 내리면 옷 다 벗고 청와대 뛰어든다,positive,0.0
395,SK하이닉스,000660,반 애 우 들 많아진거보니,neutral,0.0
396,SK하이닉스,000660,여기 하닉 인버스 종토방임?,positive,0.0
397,SK하이닉스,000660,POST_NOT_EXIST,neutral,-0.092
398,SK하이닉스,000660,POST_NOT_EXIST,neutral,0.004
399,SK하이닉스,000660,<<주말동안 나온 호재와 악재정리.>>,positive,-0.028
400,SK하이닉스,000660,POST_NOT_EXIST,neutral,-0.499
401,SK하이닉스,000660,*** 고점 징후 요약 ***,negative,-0.001
402,SK하이닉스,000660,ADR상장ㅡ,positive,0.116
404,SK하이닉스,000660,"2026년 폐업자 이미 1백만 돌파!! 국민연금 타기업 매도금 삼전.닉스 몰빵!! 서민 고금리,고물가 벼랑끝",negative,0.017
405,SK하이닉스,000660,POST_NOT_EXIST,neutral,-0.657
406,SK하이닉스,000660,예전에 lg 디스플레이 1황이던 시절,neutral,-0.712
407,SK하이닉스,000660,이미 29년도 실적 반영한 주가다,positive,0.433
408,SK하이닉스,000660,POST_NOT_EXIST,neutral,0.0
409,SK하이닉스,000660,adr 땜시,positive,0.0
411,SK하이닉스,000660,180만원,positive,0.111
412,SK하이닉스,000660,과점시장 그리고 반도체,neutral,0.0
413,SK하이닉스,000660,지금은 반도체상승에 배팅할때가 아닙니다.,negative,0.0
414,SK하이닉스,000660,오늘의 명언,neutral,0.137
415,SK하이닉스,000660,자~ 노이닉스 두과자~,neutral,0.0
416,SK하이닉스,000660,월요일  폭락.. 창신메모리에 농락당하는 삼전 하닉,negative,-0.998
417,NAVER,035420,❤️ dl_ir@navercorp.com 네이버 회사 이메일 주소,neutral,0.002
418,NAVER,035420,코스피·코스닥 양극화 심화 및 특정 단일종목 레버리지 상품에 의한 시장 왜곡 개선에 관한 청원﻿,negative,-0.022
419,NAVER,035420,한때 네이버 진짜 똑똑이들이 입사했는데,neutral,0.0
420,NAVER,035420,POST_NOT_EXIST,neutral,0.001
421,NAVER,035420,POST_NOT_EXIST,neutral,-0.121
422,NAVER,035420,한은총재가 스테이블코인부정적이라며,neutral,-0.934
423,NAVER,035420,15만원대 들어오면 매수할만한 가격대일것같은데,positive,0.403
424,NAVER,035420,반도체 웅장하다 키햐,negative,-0.196
425,NAVER,035420,POST_NOT_EXIST,neutral,-0.012
427,NAVER,035420,6개월 후 13만원,positive,0.012
428,NAVER,035420,사우디와 한국의 ai 전환의 유사성 ,neutral,-0.026
429,NAVER,035420,네이버 현이슈 정리,positive,-0.008
430,NAVER,035420,개인이 매수해서 안가는거냐,negative,0.032
431,NAVER,035420,맛집 쇼핑 ai란다 ㅋㅋㅋㅋㅋ,neutral,0.0
432,NAVER,035420,네이버는 먹어보면 중독되는 똥맛이 있음,neutral,-0.001
433,NAVER,035420,주말은 웃어,neutral,0.0
434,NAVER,035420,이렇게 해보고도 20이면 인정한다 아이템 나열할게,positive,-0.003
435,NAVER,035420,언제 44오니,negative,-0.028
436,NAVER,035420,1년전이라면 이정도 이슈로 40만원은 갔을 거임,negative,-0.006
437,NAVER,035420,소뱅 손정의 돈 없는 도둑일 뿐이다.,negative,-0.001
438,NAVER,035420,네이버 라인을 일본에 투자하도록 유인하게 손의정 인걸로 아는데 ,neutral,0.076
440,NAVER,035420,다올에서 목표가 40만원 인상했네. 냄새 맡았나 보다 ㅎㅎ,positive,0.972
441,NAVER,035420,젠슨황때 5억 단타치러 들어왔는데,negative,-0.001
442,NAVER,035420,오늘 거래처 일하러 갓더니?,negative,0.0
443,NAVER,035420,POST_NOT_EXIST,neutral,-0.073
444,NAVER,035420,1주일 내내 한성숙 ㅋㅋㅋㅋㅋ,negative,0.0
445,NAVER,035420,거의 다왔는데 이걸 못버티냐,positive,-0.071
446,NAVER,035420,네이버가 왜?5년간 46만원에서 19만원까지 급락했나?,negative,-0.831
447,NAVER,035420,POST_NOT_EXIST,neutral,-0.085
448,NAVER,035420,"네이버, 카카오, NC",positive,0.153
449,NAVER,035420,삼전닉스 레버리지 etf 상장폐지 청원,neutral,0.001
450,NAVER,035420,월요일 18만 등극예정!,positive,0.003
451,NAVER,035420,사우디와 엔비디아합작은 별개데이터센터,neutral,0.068
452,NAVER,035420,모두가 20만이 바닥인줄 알았는데..,negative,-0.043
453,NAVER,035420,POST_NOT_EXIST,neutral,-0.026
454,NAVER,035420,스테이블코인 (OUSD) 에 대해서는 아무도 모르는건가요 ,neutral,-0.006
455,NAVER,035420,현재를 객관적으로 봐보자,negative,-0.051
456,NAVER,035420,스테블이고 쿨라우드고 쇼핑떠나서...,negative,0.0
457,NAVER,035420,8월17일 주식매수청구권? 연기될수도 있다드라..,negative,-0.027
458,NAVER,035420,경고무시 실탄교전시위를 민주화성지라 부르는건,neutral,-0.377
459,NAVER,035420,연기금  매도완료후  오를듯,positive,0.0
460,NAVER,035420,개해진 개수연...2마리,neutral,0.0
462,NAVER,035420,솔직히 요즘 네이버쓰는사람있냐,neutral,-0.047
464,NAVER,035420,기사떴다 ㄷㄷㄷㄷ,negative,-0.137
465,NAVER,035420,대차해지 어떻게합니까?,neutral,-0.001
466,NAVER,035420,마지막 힌트 8월17일 주식교환 거래일로 1달도 안남았당.   이게 팩트다. 마지막 힌트 준다. ,neutral,0.0
467,NAVER,035420,매장가서 반환해달라고하면 안되나?,negative,-0.148
469,NAVER,035420,네이버가 삼전닉스보다 지금도 비싼 가격임,positive,-0.928
470,NAVER,035420,즐겁냐 경영진들아,negative,-0.003
471,NAVER,035420,엘전네이버삼전닉스 보유중,positive,0.037
472,NAVER,035420,바닥이 어디라 보냐??,neutral,-0.012
473,NAVER,035420,인간은 똑같은 실수를 반복하지,negative,0.0
474,NAVER,035420,반도체 사랑합니다 ,positive,0.282
475,NAVER,035420,그래 5년까지는 채워야지,negative,-0.001
476,NAVER,035420,대통령이 수천조...  아무말이나 말 잔치하는 이유....,neutral,-0.146
477,카카오,035720,호재가 뭐있을까요? 바닥같아보이는데,neutral,0.0
478,카카오,035720,ㅋㅋㅋ주식 오래한 사람들은 알거다,negative,0.0
479,카카오,035720,POST_NOT_EXIST,neutral,0.253
482,카카오,035720,도대체언제까지 노사협상하냐,negative,-0.022
483,카카오,035720,1차 목표가,positive,-0.636
484,카카오,035720,전세금 돌려줄 돈도 없다,negative,0.0
485,카카오,035720,카카오 내비 ai연결해라,neutral,0.0
486,카카오,035720,카카오가 주당 100만원 가는 방법.,positive,0.836
496,카카오,035720,7월 말,negative,0.0
497,카카오,035720,와 카카오 저점이네,negative,-0.013
498,카카오,035720,"삼식이가 조금 되살아났다고 기어들 나오는거,,,",negative,0.039
500,카카오,035720,평단 44000원 * 목표가 13만원 ,positive,-0.239
501,카카오,035720,여자 오너는 진짜 아니다,neutral,-0.001
502,카카오,035720,카카오,negative,0.201
515,카카오,035720,차트보니,negative,0.0
516,카카오,035720,주주들돈 다 중국에 퍼주고 얼마짜리 물량이냐,negative,-0.008
517,카카오,035720,오픈 ai  샘올트먼,neutral,0.0
518,카카오,035720,바닥초저가 카카오-->로켓연료충전중!!,positive,-0.963
519,카카오,035720,투자실패,negative,-0.957
520,카카오,035720,주식수량!,neutral,0.0
521,카카오,035720,2Q 26 카카오 예상실적,positive,0.983
535,LG화학,051910,북미 ESS 공장과  매출 및 영업이익 현황,positive,0.881
536,LG화학,051910,LG엔솔 배터리를 사용하는 GM모델,positive,0.914
537,LG화학,051910,유럽 배터리공장 현황. .전년 대비 22% 증가,negative,0.988
538,LG화학,051910,중국법인  가동율 현황..풀가동 돌입,positive,1.0
539,LG화학,051910,쥐같은 주식이다,negative,0.001
540,LG화학,051910,SK온에서 특허사숑료 2조 수령,positive,0.996
541,LG화학,051910,인증 하나도 못하는놈 버로우 탔네 ㅋㅋ,negative,-0.006
558,LG화학,051910,이란 제재 해제==> lg화학 원가경쟁력 회복,positive,0.229
559,LG화학,051910,중동 재건펀드 450조와 LG화학,positive,0.62
561,LG화학,051910,지금 가격이면,positive,-0.009
576,LG화학,051910,소외주 다 됐네,neutral,-0.228
577,LG화학,051910,하반기 강력한 턴어라운드 주식에 투자하라,positive,0.045
578,LG화학,051910,거래량,neutral,-0.065
579,LG화학,051910,오늘뺄려고 ,neutral,0.0
580,LG화학,051910,요번주 대체 뭐한거냐,negative,-0.003
581,LG화학,051910,알려줘도 인생 불쌍하다,negative,0.0
595,삼성전자,005930,POST_NOT_EXIST,neutral,0.0
655,SK하이닉스,000660,고통받는개미,negative,-0.998
675,SK하이닉스,000660,POST_NOT_EXIST,neutral,-0.654
695,SK하이닉스,000660,여기 하닉 인버스 종토방임?,positive,0.0
715,NAVER,035420,국무총리가 한성숙이다,negative,0.0
735,NAVER,035420,1년전이라면 이정도 이슈로 40만원은 갔을 거임,negative,-0.006
755,NAVER,035420,스테블이고 쿨라우드고 쇼핑떠나서...,negative,0.0
953,SK하이닉스,000660,개미탕되서 희망회로 돌리는거보니,negative,-0.134
973,SK하이닉스,000660,UBS 메모리 가격전망 보고서 보고가세요~,neutral,0.0
993,SK하이닉스,000660,반 애 우 들 많아진거보니,positive,0.0
1191,삼성전자,005930,한국에 닉스 /미국에ADR. 2개주식 가격대비로 차익따먹기. 전문꾼들 바쁘그따,positive,0.0
1193,삼성전자,005930,중국아이들이 외국에 글쓰고 자빠진 것은 ,negative,-0.001
1194,삼성전자,005930,Imf때문에 태극동지회가생겼군ㅇㅇ,negative,0.0
1195,삼성전자,005930,매수할 돈이 없다.( 4천조 만들어라!),negative,0.001
1196,삼성전자,005930,간딩 부은넘들  집합소,negative,0.0
1197,삼성전자,005930,담주부터 차트가 확꺽이겠네...,negative,0.0
1198,삼성전자,005930,누구나 다 아는 실적보다 중요한 핵심 ,positive,-0.004
1199,삼성전자,005930,친일파가 가혹하게 독립군을 족친 이유,neutral,0.0
1200,삼성전자,005930,주식장 마감 후 현재가 변동,neutral,0.0
1201,삼성전자,005930,제 일 베 제 /고 ㅇㅇ 제 일-베 제고사태 는,neutral,-0.003
1202,삼성전자,005930,뇌11ㄱ4,neutral,-0.008
1211,삼성전자,005930,●●●●●김 부 장 보 면?ㅡMBC●●●●●,neutral,0.0
